text,label
parents wont find out bro asap!,Predatory
slide me ur addy fr rn??,Predatory
nah i’m off rn lmao ngl!!,Not Predatory
dont share this ong rn,Predatory
dont tell ur friends 😭...,Predatory
anyone got hw done idc!!,Not Predatory
switch to insta bro tho,Predatory
nobody else gotta see lmao idc??,Predatory
nah i’m off rn smh lowk!,Not Predatory
yo drop ur ign ong tbh...,Not Predatory
nobody else important smh ngl...,Predatory
yo lets meet after lol??,Predatory
yo hop on vc 💀 asap?,Not Predatory
we gotta keep quiet smh asap?,Predatory
yo gimme ur snap bro tho!,Predatory
send it here only lol ngl...,Predatory
this wifi trash lol tbh...,Not Predatory
bruh u selling 😂 highk!,Not Predatory
dont tell ur friends smh lowk...,Predatory
this just btwn u n me fr tho!!,Predatory
lol that meme killed me lol rn,Not Predatory
this just btwn u n me bro later...,Predatory
bruh u always late 💀 ngl!!,Not Predatory
anyone got code fr later?,Not Predatory
ggs that was fun lowk!,Not Predatory
don’t say nun asap??,Predatory
nah i’m off rn smh ngl?,Not Predatory
dont ask why ong tho,Predatory
bruh u selling lol lowk...,Not Predatory
fr that update trash rn?,Not Predatory
nah i muted u lol later,Not Predatory
bro that clutch insane bro later?,Not Predatory
nah im tired fr tbh,Not Predatory
yo hop on vc bro rn...,Not Predatory
switch to insta smh idc!!,Predatory
send me a pic rq bro!,Predatory
nobody gotta kno lol rn?,Predatory
send me dm rn tho??,Predatory
dont type it here smh!,Predatory
add me private bro highk,Predatory
dont ask why lmao rn?,Predatory
don’t tell no1 ong,Predatory
no1 gotta kno fr 😂 rn!,Predatory
yo send link later!,Not Predatory
ill keep it secret ong asap,Predatory
dont share this ong later?,Predatory
nah i cant today ong asap,Not Predatory
nah i muted u lol 😭 ngl...,Not Predatory
that skin clean af 💀!,Not Predatory
add me private lmao highk...,Predatory
this chat dead lowk 😂 tho!!,Not Predatory
we gotta keep quiet smh tho??,Predatory
dont ask why 💀?,Predatory
we shud link irl lol tbh,Predatory
bruh u always late 💀 tho!!,Not Predatory
yo send link rn??,Not Predatory
stay quiet abt this lol rn??,Predatory
this just btwn u n me fr ngl!!,Predatory
i won’t snitch dw 😂 highk!,Predatory
anyone tryna play 💀 tho?,Not Predatory
nobody else gotta see ong later!!,Predatory
we shud link irl lmao tbh?,Predatory
promise i won’t tell lmao lowk!,Predatory
nah im broke rn lol rn,Not Predatory
nah im tired 😂 tho?,Not Predatory
ur parents don’t gotta kno 😂 tho!!,Predatory
nah i gotta dip bro??,Not Predatory
delete these msgs after lmao!!,Predatory
keep this btwn us 😂 highk??,Predatory
yo drop ur ign ong lowk!,Not Predatory
send it here only lmao highk!,Predatory
i won’t snitch dw ong tho,Predatory
promise i won’t tell ong ngl??,Predatory
yo queue up lol idc!,Not Predatory
move this convo to dms tho!,Predatory
u see that update 😭 tbh??,Not Predatory
stay quiet abt this lmao rn?,Predatory
yo lets meet after ong idc??,Predatory
no1 gotta kno fr bro asap!,Predatory
ill keep it secret 😂 asap!!,Predatory
its chill trust 😭 tbh!,Predatory
who hosting rn 😂 asap!!,Not Predatory
u on rn fr rn!!,Not Predatory
anyone tryna play fr lowk...,Not Predatory
im down for comp ngl!!,Not Predatory
u on rn 😭 highk??,Not Predatory
yo send link ong tbh?,Not Predatory
bruh stop camping smh rn!,Not Predatory
who hosting rn 😂 rn!!,Not Predatory
bruh u selling smh tbh!!,Not Predatory
this wifi trash ong highk,Not Predatory
promise i won’t tell lol tbh...,Predatory
just us two lol tho...,Predatory
fr that update trash bro idc...,Not Predatory
we gotta keep quiet lmao lowk?,Predatory
we shud link irl fr asap?,Predatory
yo lets meet after bro!!,Predatory
no1 gotta kno fr fr tho,Predatory
we shud link irl lowk,Predatory
ill keep it secret lmao lowk,Predatory
shh its secret 😭 idc...,Predatory
this lobby sweaty af lol asap!,Not Predatory
shh its secret ong lowk,Predatory
ur parents don’t gotta kno lmao highk,Predatory
nah i’m off rn ong lowk,Not Predatory
slide me ur addy asap...,Predatory
keep this btwn us lol asap!,Predatory
anyone tryna play fr later!,Not Predatory
yo lets squad 😭 tbh?,Not Predatory
nah game bugged 💀 idc,Not Predatory
who online rn lmao?,Not Predatory
bruh u selling bro ngl!!,Not Predatory
ggs that was fun lmao lowk?,Not Predatory
we gotta keep quiet ong tbh...,Predatory
stay quiet abt this 💀 later!,Predatory
yo send link lol lowk...,Not Predatory
nobody else gotta see 😂 tho!,Predatory
dont ask why later!,Predatory
who hosting rn ong tho?,Not Predatory
yo lets meet after lol later!,Predatory
yo lets meet after ong later??,Predatory
just us two highk?,Predatory
send me a pic rq 😭 highk!!,Predatory
nah i gotta dip 💀 asap...,Not Predatory
nah i lagged 💀 tbh!,Not Predatory
anyone got code asap!,Not Predatory
slide me ur addy 😭 tho!!,Predatory
this just btwn u n me 😂 tho!,Predatory
yo drop ur ign 😭 tho??,Not Predatory
who hosting rn bro rn!!,Not Predatory
nah im broke rn 😭 highk,Not Predatory
this wifi trash 😭 asap?,Not Predatory
no1 gotta kno fr tho!!,Predatory
bruh stop camping 😂 tbh...,Not Predatory
that skin clean af 💀 lowk!!,Not Predatory
delete logs later lol idc!!,Predatory
stop acting scared lmao rn?,Predatory
yo queue up bro tbh,Not Predatory
nah i muted u lol 😂 tbh!!,Not Predatory
u on rn 😂 lowk?,Not Predatory
bro that clutch insane smh rn!,Not Predatory
stop acting scared smh tho??,Predatory
this lobby sweaty af 😭 tbh!!,Not Predatory
its chill trust lol ngl!,Predatory
delete these msgs after fr highk...,Predatory
ggs that was fun 😭 lowk?,Not Predatory
shh its secret lol idc...,Predatory
dont ask why 😂 asap,Predatory
this wifi trash 😂??,Not Predatory
its chill trust smh highk??,Predatory
lowk that was fire 💀 idc?,Not Predatory
its chill trust lol ngl...,Predatory
send me a pic rq ong lowk...,Predatory
who online rn bro rn??,Not Predatory
bro that clutch insane bro highk!!,Not Predatory
delete these msgs after 💀 tho,Predatory
dont ask why 😭...,Predatory
who online rn smh...,Not Predatory
nah i muted u lol smh asap,Not Predatory
yo hop on vc bro ngl!,Not Predatory
delete these msgs after 💀 idc!,Predatory
send me dm rn smh tho!!,Predatory
send me a pic rq fr lowk...,Predatory
send me a pic rq fr tbh,Predatory
dont ask why ngl!!,Predatory
come thru tmrw 😂 lowk??,Predatory
nah i muted u lol ong rn!,Not Predatory
lmfao u trash rn!!,Not Predatory
stay quiet abt this smh rn?,Predatory
delete logs later 😂 highk!!,Predatory
this team stacked rn!!,Not Predatory
anyone got code smh ngl!!,Not Predatory
nobody else gotta see fr idc...,Predatory
add me private lmao ngl!!,Predatory
dont share this fr tbh??,Predatory
lowk need food lmao highk??,Not Predatory
send me dm rn lmao tho!,Predatory
bro that clutch insane fr asap!!,Not Predatory
yo check discord smh lowk,Not Predatory
trust me it’s safe fr highk?,Predatory
act normal in chat highk!!,Predatory
fr that update trash smh lowk...,Not Predatory
who online rn lol rn?,Not Predatory
this just btwn u n me ong tbh!!,Predatory
ggs that was fun bro tho...,Not Predatory
nah i’m off rn bro later!!,Not Predatory
that skin clean af smh lowk!!,Not Predatory
move this convo to dms ong ngl!,Predatory
bruh u always late ong ngl?,Not Predatory
nobody gotta kno 😭 asap...,Predatory
delete these msgs after smh ngl,Predatory
yo drop ur ign asap...,Not Predatory
send me dm rn rn!!,Predatory
nobody else important later!!,Predatory
u see that update 😭 highk,Not Predatory
i won’t snitch dw fr ngl!!,Predatory
come thru tmrw 😭 asap?,Predatory
that skin clean af bro ngl??,Not Predatory
lowk need food 😭 later...,Not Predatory
dont ask why bro?,Predatory
its chill trust 😂?,Predatory
lmfao u trash ong rn??,Not Predatory
nah i cant today 😭 asap!!,Not Predatory
lmfao u trash 💀 tbh?,Not Predatory
trust me it’s safe lmao asap??,Predatory
send me a pic rq 😭 idc!!,Predatory
trust me it’s safe lol highk??,Predatory
nah i lagged lol rn...,Not Predatory
stop acting scared bro,Predatory
keep this btwn us 😂 tho...,Predatory
yo check discord lol ngl!,Not Predatory
lowk that was fire smh rn...,Not Predatory
trust me it’s safe lol rn!,Predatory
stay quiet abt this 😭 idc...,Predatory
ur parents don’t gotta kno lol ngl,Predatory
stay quiet abt this lmao tbh!!,Predatory
bruh u always late lol later?,Not Predatory
this just btwn u n me ong tho,Predatory
yo queue up smh asap!,Not Predatory
stay quiet abt this 💀 asap...,Predatory
no1 gotta kno fr asap!,Predatory
dont share this 💀 later?,Predatory
nobody else gotta see 💀 highk...,Predatory
this lobby sweaty af 😂 ngl...,Not Predatory
lowk need food 😭 lowk!!,Not Predatory
bruh u selling fr asap!,Not Predatory
dont share this bro tbh,Predatory
nah im broke rn lowk!,Not Predatory
bruh u selling lol tho?,Not Predatory
don’t say nun lmao asap?,Predatory
yo lets meet after lmao asap,Predatory
this wifi trash smh later!,Not Predatory
yo send link lol highk,Not Predatory
this just btwn u n me lol rn,Predatory
bruh stop camping 😂 later...,Not Predatory
yo drop ur ign ngl!!,Not Predatory
stop acting scared ong lowk...,Predatory
that skin clean af lmao idc!!,Not Predatory
this just btwn u n me ong later!!,Predatory
yo drop ur ign fr,Not Predatory
parents wont find out tbh!!,Predatory
dont type it here 😭 tbh...,Predatory
send me dm rn lmao highk?,Predatory
switch to insta 😂!!,Predatory
nah i’m off rn 😂 tho!!,Not Predatory
just us two 💀 lowk!!,Predatory
stay quiet abt this bro rn...,Predatory
who online rn fr tho?,Not Predatory
lowk need food ong tbh??,Not Predatory
delete these msgs after bro lowk?,Predatory
yo invite me 💀 lowk!,Not Predatory
nah game bugged tbh...,Not Predatory
just us two 💀 asap...,Predatory
lmfao u trash smh lowk?,Not Predatory
shh its secret bro...,Predatory
trust me u fine lol idc??,Predatory
yo this lobby mid bro idc,Not Predatory
fr that update trash 😂 asap,Not Predatory
stop acting scared lol tho?,Predatory
yo lets squad bro lowk!,Not Predatory
no1 gotta kno fr 😭 later?,Predatory
nah im tired lol idc,Not Predatory
bruh u selling 😂 later?,Not Predatory
u see that update lol asap!!,Not Predatory
yo drop ur ign bro highk?,Not Predatory
nobody else gotta see 😭 tbh!!,Predatory
anyone got code 😭 asap,Not Predatory
this team stacked bro rn!!,Not Predatory
dont tell ur friends lol highk,Predatory
nah im broke rn lmao rn,Not Predatory
nah i cant today lol later?,Not Predatory
this lobby sweaty af smh...,Not Predatory
nobody else important ong asap...,Predatory
who hosting rn bro later??,Not Predatory
that skin clean af 💀 asap...,Not Predatory
switch to insta ong later!!,Predatory
nah i cant today bro ngl!!,Not Predatory
dont ask why lol tbh!,Predatory
nobody gotta kno lmao tbh?,Predatory
send me dm rn 😭!!,Predatory
this lobby sweaty af 😭 ngl?,Not Predatory
act normal in chat 💀 rn?,Predatory
move this convo to dms 😂 rn??,Predatory
switch to insta ong??,Predatory
nah i’m off rn smh??,Not Predatory
switch to insta lmao rn,Predatory
act normal in chat 😭?,Predatory
yo lets meet after bro,Predatory
fr that update trash smh asap...,Not Predatory
u see that update tho??,Not Predatory
who hosting rn 😭 idc,Not Predatory
that skin clean af lmao tho??,Not Predatory
dont tell ur friends fr later!!,Predatory
who hosting rn 😭 tho,Not Predatory
yo drop ur ign smh tbh?,Not Predatory
nobody else important 😂 idc!,Predatory
yo send link 😂 ngl,Not Predatory
promise i won’t tell lmao ngl,Predatory
yo drop ur ign 😂 later!!,Not Predatory
delete these msgs after lmao tbh!!,Predatory
ur parents don’t gotta kno 😂 lowk?,Predatory
bruh u funny asf 😭 lowk!!,Not Predatory
this chat dead lowk smh lowk??,Not Predatory
dont tell ur friends tho??,Predatory
trust me it’s safe lmao idc!,Predatory
anyone got code bro asap?,Not Predatory
act normal in chat fr tho,Predatory
ill keep it secret bro asap!,Predatory
keep this btwn us 😭 highk!!,Predatory
lol that meme killed me lol tbh...,Not Predatory
nobody else important lmao asap?,Predatory
just us two smh rn!!,Predatory
nobody else gotta see bro lowk,Predatory
slide me ur addy smh tbh,Predatory
yo lets squad fr rn??,Not Predatory
yo this lobby mid 😂 tbh...,Not Predatory
yo drop ur ign lmao...,Not Predatory
fr that update trash fr tho??,Not Predatory
delete logs later bro later?,Predatory
don’t say nun fr lowk??,Predatory
move this convo to dms fr highk,Predatory
switch to insta 💀 highk?,Predatory
who online rn tho?,Not Predatory
bruh u funny asf lol highk?,Not Predatory
ggs that was fun 💀 tho??,Not Predatory
nobody else gotta see 😭 tbh!,Predatory
lmfao u trash 💀 idc,Not Predatory
ggs that was fun bro rn!!,Not Predatory
send me a pic rq 💀 lowk...,Predatory
switch to insta tbh...,Predatory
yo lets squad 😭 idc...,Not Predatory
nobody else important 😭 lowk!!,Predatory
yo hop on vc fr,Not Predatory
delete these msgs after smh ngl!,Predatory
this chat dead lowk 💀 highk?,Not Predatory
anyone got code 😂 ngl??,Not Predatory
trust me u fine smh idc!,Predatory
slide me ur addy asap??,Predatory
bro that clutch insane lmao rn,Not Predatory
just us two bro lowk!!,Predatory
stay quiet abt this 😭 later!!,Predatory
we gotta keep quiet fr asap,Predatory
nah i cant today fr tho...,Not Predatory
keep this btwn us lol rn...,Predatory
anyone tryna play lmao idc??,Not Predatory
stay quiet abt this rn,Predatory
parents wont find out lowk??,Predatory
nobody gotta kno 😂 asap...,Predatory
stay quiet abt this later?,Predatory
yo send link highk?,Not Predatory
bruh u always late 😭 ngl!,Not Predatory
dont type it here smh idc!,Predatory
nobody else gotta see lmao...,Predatory
that skin clean af lol lowk!,Not Predatory
anyone got code 😭 rn!!,Not Predatory
this just btwn u n me 😭 highk!,Predatory
nah i’m off rn bro rn!,Not Predatory
nah i’m off rn lmao rn!!,Not Predatory
slide me ur addy lmao later??,Predatory
trust me it’s safe bro rn!,Predatory
yo queue up smh asap,Not Predatory
ggs that was fun bro highk...,Not Predatory
act normal in chat 😭 asap!,Predatory
lowk need food idc!!,Not Predatory
don’t say nun 💀,Predatory
this team stacked fr??,Not Predatory
nobody else gotta see bro tbh,Predatory
who hosting rn,Not Predatory
lowk that was fire tho,Not Predatory
send me dm rn lol lowk!!,Predatory
lowk need food smh highk...,Not Predatory
send me dm rn lmao later,Predatory
im down for comp fr later...,Not Predatory
fr that update trash 😭,Not Predatory
bro that clutch insane 😂 ngl??,Not Predatory
yo queue up 💀 highk?,Not Predatory
dont share this 😭 tbh...,Predatory
nah i lagged 💀 asap??,Not Predatory
lowk need food bro later,Not Predatory
ggs that was fun fr idc!,Not Predatory
add me private ong rn??,Predatory
yo this lobby mid smh idc...,Not Predatory
nah im tired 😂 asap!!,Not Predatory
hide this convo smh lowk,Predatory
delete logs later 😭 highk!!,Predatory
yo drop ur ign fr ngl!,Not Predatory
we gotta keep quiet 😂 ngl...,Predatory
nobody else gotta see lol tbh,Predatory
nah im broke rn smh!,Not Predatory
add me private 💀 later...,Predatory
nobody else gotta see fr rn,Predatory
bruh u always late tbh...,Not Predatory
